Last Disposition Date (date of issuance of vacate),Last Disposition Year,House Number,Street Name,Borough Name,ZIP Code,Block,Lot,Complaint  Category Description,Last Disposition Code Description
1/31/2022,2022,36-13,  32 STREET,Queens,11106,601,29,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/1/2022,2022,3261,3 AVENUE,Bronx,10456,2368,39,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/1/2022,2022,200,WEST TREMONT AVENUE,Bronx,10453,2877,522,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,FULL VACATE ORDER ISSUED                                                 F
2/1/2022,2022,190,WEST TREMONT AVENUE,Bronx,10453,2877,527,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,FULL VACATE ORDER ISSUED                                                 F
2/2/2022,2022,103-18,103 STREET,Queens,11417,9506,13,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/3/2022,2022,1802,PALISADE PLACE,Bronx,10453,2877,546,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/3/2022,2022,2322,LORING PLACE,Bronx,10468,3225,104,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/3/2022,2022,881,FOX STREET,Bronx,10459,2711,86,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/4/2022,2022,2342,AQUEDUCT AVENUE,Bronx,10468,3209,38,ILLEGAL CONVERSION                                                        +,FULL VACATE ORDER ISSUED                                                 F
2/4/2022,2022,69,BAY   35 STREET,Brooklyn,11214,6863,13,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/4/2022,2022,65,BAY   35 STREET,Brooklyn,11214,6863,14,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/5/2022,2022,534,JEFFERSON AVENUE,Brooklyn,11221,1654,24,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/6/2022,2022,425,EAST   12 STREET,Manhattan,10009,440,47,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/6/2022,2022,402,NOSTRAND AVENUE,Brooklyn,11216,1812,56,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,1354,YORK AVENUE,Manhattan,10021,1484,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/7/2022,2022,287,EAST 162 STREET,Bronx,10451,2422,54,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/7/2022,2022,394,GATES AVENUE,Brooklyn,11216,1813,8,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,396,GATES AVENUE,Brooklyn,11216,1813,9,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,396A,GATES AVENUE,Brooklyn,11216,1813,10,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,355,NOSTRAND AVENUE,Brooklyn,11216,1813,7,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,400,GATES AVENUE,Brooklyn,11216,1813,11,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,402 REAR,GATES AVENUE,Brooklyn,11216,1813,11,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,392,GATES AVENUE,Brooklyn,11216,1813,7,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,353,NOSTRAND AVENUE,Brooklyn,11216,1813,7,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,357,NOSTRAND AVENUE,Brooklyn,11216,1813,7,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/7/2022,2022,240-39,  70 AVENUE,Queens,11362,8292,7501,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/8/2022,2022,1998,GRAND AVENUE,Bronx,10453,2870,12,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/8/2022,2022,106,WEST  179 STREET,Bronx,10453,3216,21,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/8/2022,2022,68,HARRISON AVENUE,Brooklyn,11211,2227,32,CONSTRUCTION ENFORCEMENT WORK ORDER (DOB),PARTIAL VACATE ORDER ISSUED                                              P
2/8/2022,2022,136-42,MAPLE AVENUE,Queens,11355,5135,17,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
2/9/2022,2022,1254,SHERMAN AVENUE,Bronx,10456,2453,45,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
2/9/2022,2022,903,SUMMIT AVENUE,Bronx,10452,2523,43,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
2/9/2022,2022,3396 REAR,   3 AVENUE,Bronx,10456,2608,10,CONSTRUCTION ENFORCEMENT WORK ORDER (DOB),FULL VACATE ORDER ISSUED                                                 F
2/10/2022,2022,68,WEST 119 STREET,Manhattan,10026,1717,162,FAILURE TO MAINTAIN,FULL VACATE ORDER ISSUED                                                 F
2/11/2022,2022,66,WEST 119 STREET,Manhattan,10026,1717,62,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/11/2022,2022,1064,BRINSMADE AVENUE,Bronx,10465,5535,57,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/11/2022,2022,772,EAST  175 STREET,Bronx,10460,2952,14,SEMI-ANNUAL HOMELESS SHELTER INSPECTION: CONSTRUCTION,PARTIAL VACATE ORDER ISSUED                                              P
2/13/2022,2022,109-16,115 STREET,Queens,11420,11595,13,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/14/2022,2022,1392,BOSTON ROAD,Bronx,10456,2962,19,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/14/2022,2022,3181,BARKLEY AVENUE,Bronx,10465,5459,37,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/14/2022,2022,40,CORNELIA STREET,Brooklyn,11221,3380,27,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
2/15/2022,2022,300,WEST  154 STREET,Manhattan,10039,2047,12,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
2/15/2022,2022,31,KOSCIUSZKO STREET,Brooklyn,11205,1778,31,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
2/15/2022,2022,185-16,56 AVENUE,Queens,11365,5671,6,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
2/16/2022,2022,3,WEST 108 STREET,Manhattan,10025,1844,27,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
2/16/2022,2022,150-16,89 STREET,Queens,11414,11420,14,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/17/2022,2022,135,WEST 183 STREET,Bronx,10453,3225,52,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/17/2022,2022,486A,DECATUR STREET,Brooklyn,11233,1683,41,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/17/2022,2022,3107,FARRAGUT ROAD,Brooklyn,11210,4995,8,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/17/2022,2022,98-14,41 AVENUE,Queens,11368,1614,20,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/17/2022,2022,150-54,115 DRIVE,Queens,11434,12192,34,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/18/2022,2022,556,WEST 156 STREET,Manhattan,10032,2114,15,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/18/2022,2022,413,ST LAWRENCE AVENUE,Bronx,10473,3493,70,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/18/2022,2022,251,ARLINGTON AVENUE,Brooklyn,11208,3925,56,ILLEGAL CONVERSION                                                        +,FULL VACATE ORDER ISSUED                                                 F
2/18/2022,2022,1144,FLATBUSH AVENUE,Brooklyn,11226,5164,34,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/18/2022,2022,481,EAST   21 STREET,Brooklyn,11226,5164,43,ADJACENT BUILDINGS - NOT PROTECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/18/2022,2022,941,EAST 87 STREET,Brooklyn,11236,8024,24,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/19/2022,2022,73,MESEROLE AVENUE,Brooklyn,11222,2594,32,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/19/2022,2022,79,ASHFORD STREET,Brooklyn,11207,3924,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/19/2022,2022,1140,FLATBUSH AVENUE,Brooklyn,11226,5164,32,ADJACENT BUILDINGS - NOT PROTECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/19/2022,2022,1142,FLATBUSH AVENUE,Brooklyn,11226,5164,33,ADJACENT BUILDINGS - NOT PROTECTED,FULL VACATE ORDER ISSUED                                                 F
2/19/2022,2022,104-12, 117 STREET,Queens,11419,9570,10,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,FULL VACATE ORDER ISSUED                                                 F
2/19/2022,2022,132-35,  41 ROAD,Queens,11355,5039,7509,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/19/2022,2022,920,HYLAN BOULEVARD,Staten Island,10305,3266,9,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/19/2022,2022,315,MAJOR AVENUE,Staten Island,10305,3266,49,ADJACENT BUILDINGS - NOT PROTECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/20/2022,2022,2249,BASSFORD AVENUE,Bronx,10457,3050,39,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/20/2022,2022,493,FLETCHER PLACE,Bronx,10457,3050,40,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/21/2022,2022,1601 GARAGE,GIVAN AVENUE,Bronx,10469,4745,37,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/22/2022,2022,524,WEST   46 STREET,Manhattan,10036,1074,43,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
2/22/2022,2022,1517,MORRIS AVENUE,Bronx,10457,2820,55,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/22/2022,2022,2779,WEBSTER AVENUE,Bronx,10458,3279,21,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/22/2022,2022,2846,EAST  196 STREET,Bronx,10461,4242,109,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/23/2022,2022,81,WEST FORDHAM ROAD,Bronx,10468,3213,1,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/23/2022,2022,155,5 AVENUE,Brooklyn,11217,947,5,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/23/2022,2022,119,MARTENSE STREET,Brooklyn,11226,5087,88,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/24/2022,2022,3423,CANNON PLACE,Bronx,10463,3258,105,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
2/24/2022,2022,67,DEVOE STREET,Brooklyn,11211,2762,29,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/24/2022,2022,1160,ROGERS AVENUE,Brooklyn,11226,5192,30,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/24/2022,2022,1164,ROGERS AVENUE,Brooklyn,11226,5192,32,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/24/2022,2022,108-32,50 AVENUE,Queens,11368,2006,15,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/25/2022,2022,2777,WEBSTER AVENUE,Bronx,10458,3279,22,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/25/2022,2022,2126,WESTCHESTER AVENUE,Bronx,10462,3814,20,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/25/2022,2022,37,KINGSLAND AVENUE,Brooklyn,11211,2875,54,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/25/2022,2022,109,GRATTAN STREET,Brooklyn,11237,3004,33,ADJACENT BUILDINGS - NOT PROTECTED,PARTIAL VACATE ORDER ISSUED                                              P
2/25/2022,2022,145,BEACH   96 STREET,Queens,11693,16169,7501,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
2/25/2022,2022,248,BENZIGER AVENUE,Staten Island,10301,43,12,WALL/RETAINING WALL - BULGING/CRACKED,PARTIAL VACATE ORDER ISSUED                                              P
2/26/2022,2022,219,EAST  121 STREET,Manhattan,10035,1786,9,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
2/27/2022,2022,367,TOMPKINS AVENUE,Brooklyn,11216,1825,2,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/27/2022,2022,154-10,118 AVENUE,Queens,11434,12209,134,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
2/28/2022,2022,2565,WEBSTER AVENUE,Bronx,10458,3275,108,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
2/28/2022,2022,1569,EAST NEW YORK AVENUE,Brooklyn,11212,1461,27,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
